Date,Power Station Name,Actual Day Peak (MW),Actual Eve Peak (MW),IMERG_PRECTOT,T2M,RH2M,ALLSKY_SFC_SW_DWN,PS,WSC,Derived_LHF_FAO
2021-07-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",54,77,0.62,26.88,85.15,5.837,97.63,1.74,77.52475169999998
2021-07-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",81,77,10.44,27.7,82.18,5.4125,97.62,1.17,62.72541989999996
2021-07-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",83,88,3.65,27.89,84.12,6.0559,97.64,1.2,57.36618239999997
2021-07-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,88,17.43,27.12,87.8,3.6547,97.77,1.2,43.959528
2021-07-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",91,87,23.76,26.81,88.57,3.7992,97.6,1.36,46.62818208000003
2021-07-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",89,119,64.25,27.12,89.15,4.7078,97.37,1.44,46.91418479999997
2021-07-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",118,123,13.36,26.59,91.71,4.5814,97.25,1.5,37.27266900000003
2021-07-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",117,123,2.85,26.67,90.45,4.8893,97.14,1.72,49.24843319999995
2021-07-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",118,122,10.81,27.79,84.54,5.5358,96.89,1.27,59.08716147999999
2021-07-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",119,122,27.17,27.65,86.04,5.1655,96.88,1.73,72.64560639999996
2021-07-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",120,123,44.46,26.41,90.98,2.0126,97.13,2.28,61.60631135999997
2021-07-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",122,123,13.12,26.86,89.72,3.179,97.23,1.9,58.5979532
2021-07-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",125,124,2.19,26.71,92.35,4.445,97.16,1.83,41.9789007
2021-07-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",125,121,5.35,27.18,89.86,5.1403,96.87,1.5,45.68019300000002
2021-07-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",122,121,16.93,28.03,88.25,4.0241,96.56,1.94,68.65398100000002
2021-07-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",122,94,125.1,26.37,96.33,2.6026,96.65,2.33,25.612254720000045
2021-07-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,119,47.38,26.08,91.4,2.3851,97.01,2.6,66.90782799999997
2021-07-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",123,119,18.49,26.68,89.82,3.7565,97.29,2.08,63.48720352000007
2021-07-31,"Karnaphuli Hydro PP Unit-1,2,3,4,5",124,120,13.85,26.43,90.64,4.3366,97.35,1.81,50.75364528000001
2021-08-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",125,122,11.65,26.58,91.42,3.6626,97.18,1.93,49.63348961999999
2021-08-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",125,125,9.83,25.16,94.56,4.0411,97.25,1.56,25.31577984
2021-08-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",125,118,3.56,26.48,88.25,4.361,97.23,1.46,51.40152650000002
2021-08-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",114,120,2.36,27.46,86.95,5.9251,97.12,1.68,65.90573639999997
2021-08-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",84,120,30.33,28.42,83.57,5.443,96.92,1.94,96.12302494000004
2021-08-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",117,118,14.75,26.46,91.06,4.2154,97.23,2.26,60.534402839999935
2021-08-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",118,118,23.81,26.37,89.59,3.743,97.53,1.97,61.42466303999998
2021-08-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",120,117,30.01,26.64,90.29,3.0569,97.7,1.92,55.89044927999997
2021-08-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",121,120,25.71,26.89,89.38,2.9412,97.57,1.84,58.63021632000003
2021-08-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",123,123,8.65,27.25,89.54,4.6313,97.4,1.56,49.01807039999996
2021-08-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",126,120,72.11,26.41,93.26,4.2958,97.49,1.66,33.51597103999995
2021-08-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",123,121,1.98,26.43,89.53,4.1381,97.61,1.83,57.399827580000014
2021-08-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",118,118,30.53,26.75,91.74,2.5622,97.42,2.0,49.54348
2021-08-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",122,117,7.32,26.96,89.17,4.9274,97.32,1.65,53.62815644999996
2021-08-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",124,117,37.64,27.68,86.39,4.9802,97.43,1.14,46.67497782
2021-08-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",120,119,46.99,26.06,92.57,2.6666,97.68,1.49,33.12464147000001
2021-08-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",120,121,2.69,25.85,91.2,3.3972,97.73,2.11,55.51831999999998
2021-08-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",120,123,7.04,25.75,93.29,4.0483,97.63,1.93,38.70844669999996
2021-08-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",62,123,19.34,24.92,93.18,3.3533,97.75,1.46,29.679426039999967
2021-08-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",120,123,26.08,26.29,86.66,4.2156,97.91,1.16,46.33654336000002
2021-08-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",119,123,5.12,26.23,86.95,5.315,97.94,1.17,45.71083529999998
2021-08-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",53,124,10.14,26.79,86.8,4.813,97.74,1.48,58.5962784
2021-08-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",127,123,2.41,26.62,89.9,4.1563,97.65,1.69,51.16774129999998
2021-08-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",117,120,10.37,25.77,93.49,4.799,97.51,1.43,27.827359560000016
2021-08-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",22,124,6.5,26.84,90.68,3.5566,97.26,1.25,34.948834999999974
2021-08-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",127,122,21.59,26.24,90.94,4.5982,97.35,1.48,40.14460632
2021-08-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",125,123,17.72,26.86,88.22,5.1269,97.41,1.24,43.82306072
2021-08-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",126,126,26.93,26.88,88.49,4.9579,97.4,1.39,48.00149967000003
2021-08-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",127,122,42.92,26.35,89.02,5.3462,97.6,1.08,35.51590800000001
2021-08-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",97,131,32.86,25.54,91.08,3.1798,97.83,1.2,31.97177760000002
2021-08-31,"Karnaphuli Hydro PP Unit-1,2,3,4,5",130,127,2.91,27.07,85.92,6.2455,97.89,1.19,50.30246144
2021-09-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",102,132,34.98,26.84,87.48,4.6658,97.78,0.99,37.18316051999999
2021-09-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",135,136,0.38,27.13,89.61,5.0309,97.58,1.29,40.24682867999999
2021-09-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",129,150,7.89,27.49,86.73,5.5798,97.42,1.31,52.26235567999997
2021-09-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,157,0.2,27.24,89.1,5.9659,97.35,1.19,38.96358690000003
2021-09-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",106,109,25.34,28.1,85.59,5.8253,97.43,1.01,43.84422625
2021-09-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",106,105,9.44,27.07,87.22,5.2452,97.75,1.42,54.48272472
2021-09-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",105,145,15.63,26.72,87.57,5.4754,97.92,1.33,49.57420853000004
2021-09-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",150,148,7.89,26.64,87.37,5.5992,97.73,1.09,41.27118992999999
2021-09-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,118,3.33,28.15,84.48,5.8522,97.49,1.04,48.6322304
2021-09-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",162,161,14.3,28.13,85.65,5.597,97.44,0.98,42.36900639999998
2021-09-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",162,163,21.77,27.62,85.52,5.4742,97.4,1.11,48.34216056000002
2021-09-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",162,163,1.35,27.14,88.09,5.8171,97.19,1.9,67.95262409999998
2021-09-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",164,164,2.47,26.89,87.55,4.8163,97.49,1.68,62.75636640000002
2021-09-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",169,169,16.08,27.66,85.08,4.9961,97.8,1.29,57.89629908
2021-09-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",121,158,25.52,26.84,92.32,4.9999,97.71,1.19,27.416686080000023
2021-09-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",166,168,27.05,25.24,94.36,5.3762,97.57,1.07,18.007239720000005
2021-09-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",164,167,26.47,25.26,95.77,4.7071,97.59,1.42,17.92429506
2021-09-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",166,169,22.89,25.98,92.15,3.6125,97.74,1.56,36.63145979999995
2021-09-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",168,166,32.85,24.86,96.77,2.675,97.85,1.23,11.839639289999996
2021-09-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",167,166,16.98,25.25,91.05,3.4831,97.78,0.8,21.365440000000007
2021-09-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",169,165,6.85,25.67,87.43,4.674,97.67,0.88,33.05427311999998
2021-09-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",169,166,0.23,25.34,87.78,5.6393,97.64,0.88,32.098420639999986
2021-09-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",166,166,0.0,27.2,85.28,5.9206,97.74,1.04,45.97998079999999
2021-09-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",166,164,0.2,27.47,86.23,5.0093,97.68,0.84,34.77211415999998
2021-09-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",166,165,0.95,27.03,86.78,5.2375,97.6,0.9,35.71541639999999
2021-09-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",169,115,28.87,27.59,84.44,5.0594,97.52,0.53,24.801426320000008
2021-09-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",117,119,29.43,27.01,85.07,4.6404,97.64,1.08,48.39899904000003
2021-09-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",118,120,2.99,25.47,89.07,4.4832,97.91,0.8,26.111332800000017
2021-09-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",116,118,6.28,26.17,87.31,4.7455,97.93,0.9,34.185337200000006
2021-09-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",116,159,0.51,25.89,89.38,5.9354,97.96,1.06,33.663530880000025
2021-10-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",159,160,4.87,26.77,82.59,5.8728,97.89,0.9,46.994464799999975
2021-10-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",159,160,17.64,26.02,86.46,2.869,97.86,0.96,38.887313280000015
2021-10-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",124,161,11.15,26.32,86.94,5.4142,97.83,1.29,50.452908780000016
2021-10-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",121,162,0.0,26.22,88.44,5.5795,97.83,1.11,38.413960920000015
2021-10-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",160,159,0.0,26.41,89.29,5.0839,97.88,1.11,35.611992359999995
2021-10-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",163,157,0.0,26.45,89.26,5.5166,97.69,1.12,36.03828479999998
2021-10-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",161,157,2.65,27.21,85.2,5.256,97.52,1.07,47.5650096
2021-10-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",163,159,1.27,27.09,85.59,4.4623,97.49,1.09,47.15839656
2021-10-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",163,160,0.0,27.1,81.95,4.5168,97.55,0.93,50.401466250000006
2021-10-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",162,160,0.0,27.35,87.37,4.7808,97.53,1.07,40.60987049999999
2021-10-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",163,159,48.03,28.62,84.41,5.5406,97.4,0.93,43.752726990000006
2021-10-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",160,160,26.17,28.04,86.2,4.3906,97.37,0.66,27.4323852
2021-10-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",158,159,0.0,27.47,83.69,4.8523,97.42,0.71,34.812096620000005
2021-10-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",158,161,0.0,28.05,82.9,5.3844,97.43,0.67,34.50848399999999
2021-10-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",159,163,27.78,27.93,85.61,5.4626,97.41,0.78,33.79382136
2021-10-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",158,161,4.58,27.62,82.62,4.535,97.63,0.81,42.34179905999999
2021-10-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",157,161,55.78,26.18,88.33,4.2758,97.83,1.31,45.76067241000001
2021-10-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",158,161,1.97,24.94,92.14,4.0582,98.03,1.35,31.6303299
2021-10-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",159,164,11.03,25.33,93.93,4.6291,98.2,1.39,25.183653039999985
2021-10-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",166,165,16.33,25.09,93.55,4.229,98.18,1.5,28.85472
2021-10-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",166,145,2.76,24.75,94.01,2.9503,98.06,1.4,24.98189399999998
2021-10-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",130,160,0.0,25.04,89.9,4.8175,98.14,1.06,31.9242214
2021-10-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",161,162,0.0,24.6,86.28,4.2559,98.24,0.94,38.40022199999999
2021-10-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",161,160,0.0,24.85,70.49,5.0503,98.27,0.56,49.246288000000014
2021-10-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",165,160,0.16,24.71,77.02,2.922,98.12,0.62,42.43790135999999
2021-10-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",165,161,9.41,24.8,80.75,3.5993,98.15,0.52,29.824795
2021-10-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",158,156,4.97,24.84,86.56,3.163,98.17,0.84,33.641879039999985
2021-10-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",157,156,0.71,26.06,80.36,3.5309,98.22,0.73,42.89833612
2021-10-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",156,157,0.0,25.8,83.12,5.4312,98.25,1.01,50.96738759999998
2021-10-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",158,158,0.0,25.15,83.56,5.4386,98.21,1.07,52.47335639999999
2021-10-31,"Karnaphuli Hydro PP Unit-1,2,3,4,5",76,40,0.0,24.15,87.08,4.7976,98.23,1.26,48.398061599999984
2021-11-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,114,0.0,21.88,84.8,5.1485,98.34,1.35,60.54015600000001
2021-11-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",114,104,0.22,21.93,77.82,5.2354,98.35,0.93,60.867331920000034
2021-11-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,103,1.89,21.78,77.67,3.619,98.27,0.73,48.076244369999976
2021-11-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",103,102,0.24,22.33,70.24,3.2998,98.22,1.01,88.81419648
2021-11-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",103,102,0.0,21.54,82.73,5.0849,98.05,1.09,55.47332966999999
2021-11-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",103,102,0.0,21.34,87.16,5.0227,97.93,1.39,52.55939724000002
2021-11-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",103,102,0.0,22.23,87.25,5.2973,97.98,1.01,38.03755949999999
2021-11-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",72,71,0.0,23.84,87.6,5.2954,98.05,0.88,32.40754880000002
2021-11-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",72,115,0.0,24.31,87.19,5.3234,98.15,0.93,35.43730218
2021-11-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",115,113,0.0,24.36,87.33,5.0623,98.13,0.89,33.54812013000001
2021-11-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",115,113,0.0,24.32,82.51,4.9157,98.11,0.95,49.42612784999998
2021-11-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",116,117,0.0,24.47,83.57,4.8689,98.18,1.14,55.74482124000004
2021-11-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",80,40,0.2,23.34,89.48,3.5105,98.18,1.27,39.61224995999998
2021-11-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,70,0.0,23.46,89.92,3.3619,98.09,0.95,28.403373599999995
2021-11-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,105,0.0,23.84,84.43,2.635,97.98,0.52,24.04549835999999
2021-11-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",108,110,0.0,23.68,87.7,3.1927,98.09,0.98,35.779888199999995
2021-11-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",110,109,0.0,23.14,87.91,4.5833,98.18,1.09,39.04539249
2021-11-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,70,0.0,23.88,71.66,4.9471,98.06,0.86,72.39333971999999
2021-11-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",102,113,0.0,23.55,73.21,5.1691,97.91,1.0,79.48593000000001
2021-11-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",110,107,0.0,22.2,79.67,4.7969,98.01,1.13,67.85046015
2021-11-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",115,114,0.0,22.34,72.66,4.5821,98.08,1.29,104.21518614
2021-11-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",48,80,0.0,21.6,72.92,4.8773,98.06,1.81,144.47112299999995
2021-11-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",80,84,0.0,21.08,77.39,4.8554,98.13,1.61,107.10589883
2021-11-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",87,79,0.0,21.05,76.41,4.5854,98.21,1.28,88.8342784
2021-11-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",81,74,0.0,20.72,78.82,4.591,98.25,1.48,92.11766568000004
2021-11-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",81,72,0.0,19.2,80.79,4.6814,98.29,1.25,70.20054374999997
2021-11-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",79,76,0.0,21.05,63.62,4.6229,98.35,1.04,111.3111584
2021-11-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",72,72,0.0,21.28,70.34,4.6246,98.39,1.06,92.56761428
2021-11-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",72,108,0.0,20.71,81.2,4.8955,98.33,0.82,45.30145759999998
2021-11-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",104,106,0.0,21.34,79.58,4.8504,98.35,0.94,56.52676652
2021-12-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",111,104,0.0,22.18,75.07,4.903,98.31,0.94,69.20822286
2021-12-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",75,62,0.0,21.85,75.31,4.8984,98.39,0.98,71.37879000000001
2021-12-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",67,78,4.61,21.79,76.47,4.7182,98.48,1.1,76.33932020000003
2021-12-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",76,80,23.04,22.23,86.49,3.3372,98.44,1.17,46.68983046
2021-12-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",72,73,17.52,21.57,93.14,2.1718,98.4,1.03,20.82432576
2021-12-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",75,62,30.84,21.21,96.39,0.671,98.28,1.71,18.171137160000008
2021-12-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,20.87,93.13,1.8826,98.4,1.63,32.92465362000004
2021-12-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,72,0.0,22.44,89.37,2.8654,98.53,1.17,36.76282388999998
2021-12-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,71,1.19,22.19,89.24,3.7018,98.62,0.83,26.376224720000007
2021-12-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",32,71,0.0,21.28,88.78,4.259,98.52,1.16,38.32065335999998
2021-12-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",72,72,0.0,19.25,87.19,4.5144,98.6,1.45,54.311838
2021-12-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",72,73,0.0,19.12,87.71,4.6949,98.56,1.1,39.51198130000001
2021-12-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",72,73,0.0,19.4,87.38,4.6495,98.48,0.9,33.22782900000002
2021-12-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",71,73,0.0,19.35,84.47,4.5989,98.38,0.85,38.6114625
2021-12-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",72,73,0.0,18.33,82.66,4.4832,98.38,0.87,43.97208984
2021-12-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",72,73,0.0,18.56,85.44,4.704,98.41,0.96,40.77405696000002
2021-12-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,46,0.0,19.01,82.77,4.8408,98.38,0.91,45.80864288
2021-12-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,72,0.0,19.72,72.02,4.7225,98.38,1.25,102.43128250000002
2021-12-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",117,77,0.0,17.76,84.53,4.4002,98.45,1.1,49.50415469999998
2021-12-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",78,77,0.0,17.19,87.7,4.3807,98.43,0.91,32.4977562
2021-12-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,46,0.0,16.98,88.21,3.8906,98.38,0.93,31.81188411000004
2021-12-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,86,0.0,16.44,83.4,3.1879,98.27,0.85,40.861148999999976
2021-12-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,84,0.0,16.98,84.46,3.9283,98.3,0.98,44.18447796000002
2021-12-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,86,0.0,17.81,80.45,4.3366,98.32,0.88,50.05675839999999
2021-12-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,0.0,18.5,70.06,4.4129,98.45,1.03,89.93961029999998
2021-12-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,0.0,17.19,73.38,4.3402,98.62,1.25,96.610635
2021-12-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,0.0,18.1,67.67,4.2655,98.67,1.12,105.46046000000004
2021-12-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,86,0.0,17.63,65.4,4.3152,98.59,1.18,118.71965839999996
2021-12-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,80,0.0,17.85,66.49,4.4518,98.71,1.42,138.470022
2021-12-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,0.0,19.06,60.93,4.6049,98.79,1.42,162.11635474
2021-12-31,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,0.0,18.4,72.56,4.693,98.79,1.31,104.80172919999998
2022-01-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,80,0.0,17.31,81.17,4.6742,98.68,1.04,56.881362720000006
2022-01-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",80,86,0.0,16.78,77.33,4.6709,98.54,0.87,57.18260397
2022-01-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,0.0,16.92,72.66,4.4357,98.48,1.14,90.40785732000002
2022-01-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,0.0,17.7,64.15,4.8737,98.49,1.25,130.33715624999996
2022-01-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,86,0.0,18.35,55.19,4.7938,98.47,0.93,121.47766950000002
2022-01-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,86,0.0,18.65,58.8,4.931,98.43,1.23,147.87256799999997
2022-01-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,78,0.0,19.45,60.94,4.8067,98.5,1.02,116.5753512
2022-01-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",83,78,0.0,19.76,61.85,4.8806,98.46,1.07,119.56732654999998
2022-01-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",80,73,0.0,18.64,65.49,4.9459,98.33,1.07,107.74550003000002
2022-01-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",85,82,0.0,19.22,62.16,4.9541,98.41,1.04,115.05812032000004
2022-01-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",82,86,0.0,19.86,64.0,4.8072,98.36,1.12,118.141632
2022-01-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,85,0.01,18.71,66.59,2.9839,98.42,1.19,116.03740693999995
2022-01-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,79,0.04,18.73,74.47,3.6142,98.46,1.43,106.55925851999996
2022-01-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",75,81,1.74,18.62,79.82,1.9997,98.42,1.23,72.42139878000002
2022-01-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",86,80,1.24,19.73,74.42,2.4449,98.41,0.85,63.6808984
2022-01-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",74,77,0.0,17.53,79.83,4.5384,98.6,1.39,81.49591683999998
2022-01-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,65,0.0,18.73,73.77,4.975,98.57,1.02,78.09132648000003
2022-01-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",76,76,0.0,18.96,77.46,4.7868,98.39,1.11,73.08416934000002
2022-01-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",71,76,0.0,17.65,77.01,4.6598,98.21,0.91,60.83797719999999
2022-01-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",76,76,0.0,16.4,78.23,3.6598,98.11,1.01,63.66538535
2022-01-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",76,76,0.0,16.9,70.15,4.3579,98.14,1.19,103.03011074999996
2022-01-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",74,76,0.0,17.89,60.75,4.1326,98.03,1.14,130.22584799999996
2022-01-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",76,76,0.16,18.34,67.4,4.3382,98.08,1.39,132.08577859999997
